,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
8738,627,0,0,43,8,71240,1,0,1,127734,0
8739,518,0,0,59,5,138772,1,0,1,123872,0
8740,687,1,1,29,7,93617,1,0,1,113050,0
8741,622,1,1,23,8,0,2,1,1,131389,0
8742,693,1,1,45,4,0,2,1,1,26589,0
8743,450,1,0,25,9,74237,2,0,1,195463,0
8744,664,2,1,49,5,127421,2,1,0,108876,1
8745,663,1,1,28,8,61274,2,1,0,136054,0
8746,660,0,0,34,8,106486,2,0,1,182262,0
8747,579,0,1,29,10,73194,2,1,1,129209,0
8748,655,2,1,44,6,146498,1,1,0,64853,1
8749,683,0,0,47,1,0,2,1,0,148989,0
8750,655,0,1,32,2,0,1,1,1,71047,0
8751,575,1,1,30,8,0,2,1,0,185341,0
8752,574,1,0,30,5,120355,1,1,0,137793,0
8753,795,0,0,32,2,117265,1,1,1,198317,0
8754,776,0,1,43,4,0,2,0,1,162137,0
8755,707,1,1,52,7,0,1,1,0,109688,1
8756,705,2,1,37,3,109974,1,1,1,36320,1
8757,678,2,1,44,2,98009,2,0,1,31384,0
8758,663,0,0,34,10,0,1,1,1,114083,0
8759,748,0,0,66,8,0,1,1,1,163331,0
8760,677,1,1,34,10,171671,1,1,1,50777,0
8761,634,1,0,63,10,0,2,1,0,30772,1
8762,350,0,1,60,3,0,1,0,0,113796,1
8763,727,0,0,61,0,128213,2,1,1,188729,1
8764,773,2,0,51,8,116197,2,1,1,86701,0
8765,675,0,0,39,1,0,2,1,0,153129,0
8766,649,1,1,36,6,86607,1,0,0,19825,0
8767,552,0,0,29,10,0,2,1,0,12186,0
8768,761,2,0,62,5,98854,1,0,0,86920,1
8769,622,0,0,31,7,0,1,1,0,35408,0
8770,615,0,0,59,8,0,2,1,1,165576,0
8771,681,2,0,31,4,97338,2,0,0,48226,0
8772,768,0,0,30,6,0,2,1,1,199454,0
8773,617,1,0,34,9,0,2,1,0,118749,0
8774,452,0,1,33,6,131698,2,1,0,151623,0
8775,807,2,0,37,10,130110,2,0,1,172097,0
8776,567,1,0,44,9,0,2,1,0,87677,0
8777,603,1,0,24,1,165149,2,1,0,21858,0
8778,617,1,1,37,9,101707,1,1,0,123866,0
8779,701,0,1,34,3,105588,1,0,1,74694,0
8780,820,2,0,39,9,111336,1,1,0,16770,1
8781,438,0,0,60,7,78391,1,0,1,49424,0
8782,600,1,1,27,6,0,2,1,1,172031,0
8783,782,0,0,34,9,0,1,1,0,183021,1
8784,638,2,1,41,9,144326,1,1,0,73979,1
8785,850,2,0,27,1,101278,2,1,1,26265,0
8786,741,2,1,19,8,108711,2,1,0,24857,0
8787,689,1,0,73,1,108555,1,0,1,167969,0
8788,743,2,1,35,1,146781,1,1,0,189307,0
8789,493,0,1,36,2,0,2,0,1,99770,0
8790,416,1,0,35,8,0,1,0,0,119712,0
8791,725,0,1,25,9,0,2,1,1,168607,0
8792,497,0,0,34,2,0,2,1,1,83087,0
8793,537,2,0,66,8,103291,2,1,1,130664,0
8794,706,1,1,29,1,209490,1,1,1,133267,1
8795,651,1,0,38,2,0,3,1,0,67029,1
8796,720,0,0,33,2,0,2,0,1,141031,0
8797,797,0,0,45,8,0,1,0,0,125110,0
8798,543,1,0,23,5,0,2,1,0,117832,0
8799,454,0,0,34,4,0,2,1,0,198817,0
8800,691,0,0,37,9,149405,1,1,1,146411,0
8801,510,0,1,52,6,191665,1,1,1,131312,1
8802,792,1,1,40,7,0,1,1,0,141652,0
8803,721,0,0,41,6,135071,1,1,1,64477,0
8804,765,0,0,41,2,0,2,0,1,191215,0
8805,850,1,0,39,8,0,2,1,1,37090,0
8806,681,2,0,38,6,181804,2,1,1,57517,0
8807,586,0,1,60,3,47020,2,0,1,63241,1
8808,753,0,1,36,7,128518,1,1,1,44567,1
8809,593,2,1,38,5,142658,2,0,1,135337,0
8810,674,0,1,21,9,120150,2,1,1,33964,0
8811,610,0,1,35,7,81905,1,1,1,61623,0
8812,652,0,0,26,3,137998,2,0,1,168989,0
8813,850,2,1,26,8,123126,1,1,0,74425,0
8814,740,0,1,51,4,0,2,1,1,178929,0
8815,637,2,0,43,1,135645,2,0,1,101382,1
8816,685,1,0,31,7,122449,2,1,1,180769,0
8817,558,1,0,40,4,161766,1,0,0,92378,0
8818,677,0,1,37,3,0,2,1,1,38252,0
8819,592,2,0,36,10,123187,1,0,1,146111,0
8820,652,2,0,36,9,150956,1,0,0,72350,0
8821,662,1,1,42,6,105021,1,1,0,48242,0
8822,543,0,0,64,4,0,2,1,1,148305,0
8823,675,1,1,50,1,133204,1,0,1,8270,0
8824,643,1,1,35,6,0,2,1,1,41549,0
8825,611,2,1,49,9,115488,2,1,1,138656,1
8826,412,0,0,29,5,0,2,0,0,12510,0
8827,638,1,0,41,7,0,2,1,0,43889,0
8828,824,1,1,38,3,0,2,1,0,192800,0
8829,683,0,1,40,1,0,2,0,0,75762,0
8830,562,2,1,39,6,130565,1,1,0,9854,1
8831,599,0,1,41,2,91328,1,1,0,115724,0
8832,753,0,0,35,4,0,2,1,1,106303,0
8833,594,0,0,50,7,81310,1,1,1,183868,0
8834,657,0,0,34,3,107136,1,1,0,153895,0
8835,716,1,0,34,9,0,1,1,1,66695,0
8836,850,0,0,43,7,0,2,1,1,173851,0
8837,664,0,0,46,2,0,1,1,1,177423,1
8838,558,0,0,33,0,108477,1,1,1,109096,1
8839,606,2,0,40,1,144757,2,1,1,166656,0
8840,776,1,0,33,2,0,2,1,1,176921,0
8841,557,1,0,36,1,113110,1,1,0,98413,0
8842,614,0,1,27,9,106414,2,0,0,77500,0
8843,620,1,0,42,4,106920,1,0,1,119747,0
8844,695,1,0,35,7,0,2,1,0,160387,0
8845,729,2,1,39,1,131513,1,1,1,193715,0
8846,571,0,1,53,2,0,2,1,0,28045,0
8847,457,0,0,40,10,134320,2,1,0,150757,0
8848,559,0,1,29,3,79715,1,1,0,82252,0
8849,664,0,1,38,4,74306,2,1,0,154395,0
8850,500,1,1,50,5,0,4,1,1,83866,1
8851,782,2,0,42,7,126428,1,1,0,39830,0
8852,708,1,0,38,8,99640,1,1,0,12429,0
8853,681,0,0,43,3,66338,1,1,1,18772,1
8854,674,1,1,39,6,0,2,1,1,9574,0
8855,697,1,0,43,10,128226,1,0,0,188486,0
8856,774,0,1,26,5,0,2,1,1,64716,0
8857,624,0,0,36,6,0,2,0,0,84749,0
8858,747,1,0,37,1,0,2,0,1,180551,0
8859,715,0,1,32,10,0,2,1,0,60907,0
8860,808,0,0,24,4,122168,1,1,0,174107,0
8861,678,0,1,43,7,178074,1,0,0,110405,0
8862,813,2,0,59,2,135078,1,1,0,187636,1
8863,687,1,0,38,8,69434,2,1,1,66580,1
8864,832,0,1,29,5,0,2,1,0,178779,0
8865,668,0,0,72,2,0,2,1,1,70783,0
8866,526,2,0,34,3,122726,1,1,1,46772,0
8867,457,0,1,38,7,164496,1,1,1,163327,0
8868,649,1,1,38,8,0,1,1,0,103760,0
8869,669,0,1,41,0,150219,2,0,0,107839,0
8870,668,0,0,42,8,187534,1,1,1,32900,1
8871,466,0,1,30,3,0,1,1,0,193984,0
8872,685,0,0,30,2,0,2,1,1,140889,0
8873,610,0,0,34,0,103108,1,0,0,125646,0
8874,582,2,1,50,6,96486,2,1,1,20344,0
8875,702,2,0,36,9,90560,2,1,0,174268,0
8876,556,1,0,46,3,131764,1,1,1,108500,1
8877,812,1,1,24,1,92476,1,0,0,83247,0
8878,645,2,0,47,9,152076,1,1,0,121840,1
8879,809,0,0,43,2,0,2,1,1,132908,0
8880,560,0,0,49,4,0,1,1,1,100075,1
8881,744,0,0,29,1,43504,1,1,1,119327,0
8882,731,1,1,39,2,0,2,1,0,136737,0
8883,471,1,1,28,5,0,2,1,1,22356,0
8884,686,2,1,38,2,93569,3,0,0,10137,1
8885,668,1,0,45,4,102486,2,1,1,158379,0
8886,575,0,0,36,1,0,1,0,1,94570,0
8887,435,2,0,37,8,114346,1,0,1,980,1
8888,743,0,0,23,3,110203,1,1,0,95583,0
8889,580,0,1,39,9,128362,1,1,0,86044,0
8890,599,2,1,49,10,143888,2,1,1,166236,1
8891,534,1,0,34,5,170600,1,0,1,5240,0
8892,680,0,1,32,5,0,1,1,1,150684,0
8893,631,1,1,46,10,0,2,1,1,129508,0
8894,485,0,1,39,2,75339,1,1,1,70665,0
8895,699,0,1,40,8,122038,1,1,0,102085,0
8896,712,0,0,34,1,0,2,1,1,195052,0
8897,603,0,0,51,8,186825,1,1,0,93739,1
8898,850,0,0,40,6,124788,1,1,0,65612,0
8899,584,0,1,41,3,0,2,1,1,160095,0
8900,604,0,1,71,2,0,2,1,1,49506,0
8901,586,0,0,51,2,138553,1,1,1,92406,0
8902,467,1,0,39,5,0,2,1,1,7415,0
8903,520,0,0,35,9,105387,1,1,1,25059,0
8904,683,1,0,40,4,95053,1,1,1,116816,1
8905,557,0,0,36,3,0,1,0,1,144078,0
8906,613,1,1,32,0,0,2,0,1,126675,0
8907,786,0,0,34,3,137361,1,0,0,183682,0
8908,593,1,0,32,10,158537,1,1,0,166850,0
8909,670,1,1,29,9,0,2,1,0,27359,0
8910,657,2,1,48,5,143595,1,0,0,101314,1
8911,718,2,0,32,9,169947,2,1,1,27979,0
8912,623,0,1,24,7,148167,2,1,1,109470,0
8913,496,0,0,31,5,0,2,1,0,93713,0
8914,429,0,1,39,6,48023,1,1,0,74870,0
8915,606,0,0,36,1,155655,1,1,1,192387,1
8916,499,0,1,46,6,0,2,1,0,73457,0
8917,642,0,0,62,7,0,2,1,1,61120,0
8918,641,0,1,52,4,0,1,1,0,90964,1
8919,673,0,0,32,8,121240,1,1,0,116969,0
8920,570,0,1,36,3,0,2,1,0,92118,0
8921,472,0,1,37,1,0,2,1,1,48357,0
8922,550,2,0,35,9,129847,2,1,0,197325,0
8923,625,2,1,55,8,118772,4,0,0,135853,1
8924,516,0,0,46,2,0,2,1,1,169122,0
8925,682,2,0,32,2,105163,2,1,1,164170,0
8926,620,0,0,28,8,0,2,1,1,199909,0
8927,626,0,1,39,0,0,2,1,1,83295,0
8928,623,0,1,29,1,0,2,0,0,39382,0
8929,569,0,1,35,4,93934,1,1,0,184748,0
8930,724,0,1,69,5,117866,1,1,1,62280,0
8931,678,0,1,55,5,0,1,0,1,196794,1
8932,713,1,1,26,4,122857,2,1,0,144682,1
8933,631,0,0,32,10,0,2,0,1,196342,0
8934,846,0,1,37,6,127103,1,1,1,41516,0
8935,660,0,1,43,1,0,1,0,1,112026,1
8936,567,0,0,54,9,96402,1,0,0,52035,1
8937,731,0,0,31,1,132512,1,1,1,185466,0
8938,693,1,0,47,8,107604,1,1,1,80149,0
8939,772,0,0,34,9,0,2,1,0,170980,0
8940,657,0,0,38,7,0,2,1,0,185827,0
8941,774,2,0,34,4,120875,2,0,1,113407,0
8942,667,0,1,37,9,71786,2,1,1,67734,0
8943,516,0,1,37,8,113143,1,0,0,3363,0
8944,551,1,0,49,1,150777,2,1,1,135757,0
8945,542,1,0,35,2,174894,1,1,1,22314,0
8946,623,0,0,28,7,0,1,0,0,129526,0
8947,701,0,1,43,2,160416,1,0,1,37266,0
8948,583,0,0,48,3,91246,1,1,0,60017,1
8949,731,1,0,46,10,0,2,1,0,153015,0
8950,461,0,1,35,5,0,1,1,1,54209,0
8951,702,2,1,23,7,98775,1,1,0,114603,0
8952,565,2,1,47,10,139756,1,1,0,165849,1
8953,711,1,0,42,3,177626,3,0,1,16392,1
8954,664,0,0,54,8,0,1,1,1,162719,1
8955,518,1,0,50,4,0,1,0,0,107112,1
8956,728,1,0,42,8,0,2,0,1,41823,0
8957,585,2,0,37,6,152496,1,1,1,99907,0
8958,573,0,0,52,8,0,2,0,1,178229,0
8959,568,2,0,26,1,112930,2,1,0,22095,0
8960,602,2,1,26,8,113674,1,1,0,197861,1
8961,603,0,0,44,9,0,1,1,0,138328,0
8962,687,0,0,38,0,144450,1,0,1,137276,0
8963,741,0,0,52,1,171236,2,0,0,21834,1
8964,469,1,0,37,9,96776,1,1,1,119890,0
8965,477,2,1,58,8,145984,1,1,1,24564,0
8966,737,2,0,43,8,96353,1,0,0,10209,0
8967,835,0,0,25,7,0,2,1,1,83449,0
8968,717,2,1,33,0,115777,1,1,1,81508,0
8969,562,0,1,51,7,122822,2,0,0,32626,0
8970,758,1,0,61,2,0,2,1,1,43982,0
8971,408,0,0,40,3,0,2,0,0,124874,0
8972,650,1,1,32,4,79450,1,1,1,118324,0
8973,582,2,0,33,2,122394,1,1,1,22113,0
8974,706,1,1,43,1,0,2,1,0,31962,0
8975,567,2,0,41,0,134378,1,1,1,105746,0
8976,720,0,0,29,2,0,2,1,0,39925,0
8977,631,1,1,31,2,88161,2,1,0,127630,0
8978,623,1,0,41,2,142412,1,1,0,28778,0
8979,514,0,0,35,3,121030,1,1,0,10008,0
8980,650,2,1,35,3,165982,2,1,1,24482,0
8981,673,1,1,35,6,0,2,1,0,98618,0
8982,504,0,1,32,8,206663,1,0,0,16281,0
8983,723,2,0,37,3,94661,2,1,0,121239,0
8984,645,0,0,25,0,174400,1,1,0,42669,0
8985,664,1,0,41,7,123428,1,1,1,164924,0
8986,760,1,0,43,6,175735,1,1,1,157337,0
8987,766,1,0,36,5,78381,1,0,1,153831,0
8988,634,0,0,37,5,115345,2,0,0,168781,0
8989,640,2,1,31,10,118613,1,1,0,168469,0
8990,784,2,0,28,2,109960,2,1,1,170829,0
8991,547,2,1,42,1,142703,1,1,0,86207,1
8992,608,2,1,40,8,121729,1,0,0,61164,0
8993,547,0,1,35,4,0,1,1,1,133287,0
8994,612,0,1,43,4,139496,2,1,1,77128,0
8995,573,1,0,28,8,0,2,0,0,77660,0
8996,615,1,0,32,5,138521,1,1,1,56897,0
8997,710,0,1,33,2,0,2,1,0,72945,0
8998,674,2,1,38,10,83727,1,1,0,45418,0
8999,702,1,1,38,9,0,2,1,1,158527,0
9000,616,0,0,37,9,0,1,1,0,111312,0
9001,688,1,0,32,6,124179,1,1,1,138759,0
9002,605,0,0,36,7,128829,1,1,0,190588,0
9003,676,0,0,33,6,171490,1,0,0,79099,0
9004,708,1,0,33,3,0,2,1,0,138613,0
9005,745,1,1,38,7,0,2,1,1,194230,0
9006,661,1,0,20,8,0,1,1,0,110252,0
9007,726,0,0,31,9,0,2,1,1,106117,0
9008,475,0,0,40,7,160818,1,0,1,169642,1
9009,751,2,0,54,9,156367,2,0,1,116179,0
9010,645,2,1,59,8,121669,2,0,0,91,1
9011,775,0,0,42,6,133970,2,0,1,187839,0
9012,540,0,0,41,3,0,2,1,0,121098,0
9013,591,0,1,34,3,96127,1,0,0,30972,0
9014,596,1,0,60,7,121907,1,0,1,30314,0
9015,573,1,0,41,5,0,2,0,1,14479,0
9016,577,1,0,31,6,0,1,1,1,196395,0
9017,830,2,1,40,8,77701,1,0,1,19512,0
9018,663,0,0,67,9,0,3,1,1,72318,0
9019,421,0,0,34,2,0,2,1,1,96615,0
9020,718,1,0,34,5,113922,2,1,0,30772,0
9021,655,2,1,61,2,183997,2,1,1,161217,0
9022,712,0,0,23,2,0,2,0,1,66795,0
9023,663,0,0,28,4,0,2,1,1,123969,0
9024,640,0,1,47,6,89799,2,0,1,13783,1
9025,577,1,0,29,2,0,1,1,1,168924,0
9026,546,1,1,36,7,85660,1,0,0,134778,0
9027,802,2,0,37,9,115569,1,0,1,119782,0
9028,590,0,1,45,2,81828,1,1,0,52167,0
9029,594,2,0,18,1,132694,1,1,0,167689,0
9030,577,1,0,51,2,108867,1,0,0,140800,1
9031,541,0,0,39,7,0,2,1,0,19823,0
9032,781,0,1,27,5,0,2,0,0,72969,0
9033,806,2,0,34,2,96152,2,1,0,143711,0
9034,723,2,1,49,0,153855,1,1,1,180862,1
9035,535,0,0,45,2,0,2,1,0,125658,0
9036,768,0,1,36,3,141334,1,0,1,125870,0
9037,653,2,0,41,1,104584,1,1,0,15126,1
9038,803,2,1,50,8,98173,1,0,0,22457,1
9039,545,1,1,44,1,0,2,1,1,82614,0
9040,581,2,1,38,3,135157,1,1,1,32919,0
9041,513,2,1,49,5,171601,1,1,0,126223,0
9042,731,0,0,29,5,179539,1,0,0,112010,0
9043,727,2,0,39,5,80615,2,0,0,180962,0
9044,560,1,0,47,1,0,1,0,0,128882,1
9045,766,2,0,27,5,126285,1,1,0,177614,1
9046,630,2,1,23,4,137964,1,0,1,174570,0
9047,652,2,0,41,9,159434,1,1,0,178373,0
9048,729,2,0,40,5,113574,2,1,0,103396,0
9049,629,0,1,33,6,0,2,1,1,59129,0
9050,667,2,0,33,9,124573,2,0,0,683,0
9051,671,2,1,31,6,105864,2,1,0,145567,0
9052,768,2,1,47,5,104552,1,1,0,48137,1
9053,732,0,1,35,3,0,2,1,0,90876,0
9054,546,0,1,30,5,0,2,0,1,198543,0
9055,630,0,0,55,2,0,1,1,1,106202,1
9056,765,2,1,46,8,119492,2,0,1,166896,1
9057,704,0,1,33,0,130499,2,1,1,74804,0
9058,470,1,1,48,6,140576,1,1,1,116971,0
9059,688,2,1,34,9,91025,2,0,1,163783,0
9060,685,0,1,33,1,0,3,0,1,70221,1
9061,567,0,1,38,1,125877,2,1,1,107841,0
9062,720,1,0,64,3,45752,2,1,0,79623,1
9063,609,0,0,39,3,121778,1,1,1,138399,0
9064,521,2,1,49,2,127948,1,1,1,182765,0
9065,556,0,1,30,7,0,2,1,1,186648,0
9066,662,2,0,30,5,115286,2,1,1,149587,0
9067,704,2,0,41,9,62078,2,1,0,129050,0
9068,750,0,1,38,1,0,2,1,0,47764,0
9069,619,1,1,32,4,175406,2,1,1,172792,1
9070,468,1,0,26,1,131643,1,1,0,64436,0
9071,435,2,0,44,3,151739,1,1,0,167461,0
9072,529,0,0,43,6,93616,2,0,0,98348,0
9073,702,2,1,60,5,138597,2,1,1,41536,1
9074,608,0,1,41,5,0,2,1,1,72462,0
9075,576,0,0,40,9,0,2,1,0,112465,1
9076,666,0,1,27,1,85225,1,0,1,64511,0
9077,730,0,1,36,8,148749,2,1,0,91830,0
9078,647,2,0,52,7,130013,1,1,1,190806,1
9079,516,1,1,27,1,0,1,0,1,112311,0
9080,711,0,1,81,6,0,2,1,1,72276,0
9081,736,0,0,54,7,111729,2,0,1,84920,0
9082,768,0,1,36,5,180169,2,1,0,17348,0
9083,427,1,0,40,8,0,2,1,1,82870,0
9084,686,1,1,47,6,0,1,1,0,32080,1
9085,690,0,1,42,5,0,2,0,1,120512,0
9086,647,1,1,29,2,0,2,1,0,179032,0
9087,714,0,0,35,3,0,2,1,1,95623,0
9088,736,2,1,36,8,103914,1,1,1,110035,1
9089,608,0,1,34,4,88772,1,1,1,168822,0
9090,809,0,1,39,5,0,1,1,0,77705,0
9091,745,0,1,40,6,131184,1,1,1,49815,0
9092,781,0,0,38,2,117810,1,0,1,65632,1
9093,527,0,0,31,4,0,1,1,0,169361,0
9094,595,2,1,32,0,92466,1,1,0,4721,0
9095,850,2,1,38,2,102741,2,0,1,23974,0
9096,569,0,0,37,9,178755,1,1,0,199929,0
9097,728,0,0,43,7,0,2,1,0,40023,0
9098,473,2,1,32,5,146602,2,1,1,72946,0
9099,738,0,0,29,2,0,2,1,1,170421,0
9100,659,0,0,35,6,0,2,1,1,58879,0
9101,597,1,0,38,6,115702,2,1,1,25059,0
9102,445,2,1,61,2,137655,1,0,1,29909,0
9103,671,0,1,29,3,0,2,1,0,158043,0
9104,656,1,1,34,6,59877,1,1,0,14032,1
9105,658,0,0,31,5,100082,1,0,1,49809,0
9106,698,2,0,52,10,107304,3,1,0,28806,1
9107,655,1,0,38,9,0,1,0,1,90490,0
9108,772,1,0,41,10,96032,1,1,1,75825,0
9109,681,1,0,33,10,0,1,0,0,158336,0
9110,688,2,0,29,9,144553,2,1,0,143454,0
9111,633,2,0,40,5,86172,2,1,1,117279,0
9112,735,0,0,73,9,0,1,1,1,114283,0
9113,521,2,1,29,2,87212,1,1,1,994,0
9114,541,0,0,36,5,0,2,1,0,124795,0
9115,612,2,1,36,2,130700,2,0,0,77592,0
9116,562,0,0,62,3,0,2,1,0,105986,0
9117,703,0,1,32,6,0,2,0,0,33606,0
9118,710,1,0,23,6,0,2,1,1,134188,0
9119,731,1,1,40,5,171325,1,1,1,159718,1
9120,703,1,0,58,4,92930,1,0,1,85148,0
9121,618,0,1,40,0,0,1,1,0,119059,0
9122,689,0,1,29,1,77556,2,1,1,122998,0
9123,718,0,0,33,7,102874,1,0,0,117841,0
9124,608,0,0,37,5,146093,2,0,0,160593,0
9125,749,1,0,34,2,0,1,0,0,174189,1
9126,753,1,0,51,4,79811,2,0,1,68260,1
9127,630,1,0,39,10,105473,1,0,0,58854,1
9128,693,2,1,43,1,121927,1,1,0,87994,1
9129,838,1,1,40,6,61671,1,0,1,150659,1
9130,756,2,1,39,5,149363,2,1,1,109098,0
9131,775,0,1,27,4,152309,1,1,0,104112,0
9132,635,0,1,33,5,0,2,1,0,122949,0
9133,705,1,0,36,1,111629,1,1,1,21807,0
9134,481,0,0,40,3,0,1,1,1,32319,0
9135,727,1,1,49,7,96296,1,1,0,190457,1
9136,595,0,0,20,4,95830,1,1,0,177738,0
9137,535,0,1,38,0,135919,1,1,0,80425,0
9138,578,0,0,59,10,185966,1,0,0,9445,1
9139,597,0,1,29,5,0,2,1,1,174825,0
9140,449,0,1,21,7,0,2,0,0,175743,0
9141,850,2,1,43,8,92244,2,1,0,54949,0
9142,494,0,1,35,9,112727,2,1,0,183752,0
9143,676,0,1,34,8,100359,1,0,0,46038,0
9144,818,2,0,43,10,105301,1,1,1,78941,0
9145,712,1,0,45,6,112994,1,0,0,198398,0
9146,672,2,0,40,4,89025,2,1,0,188892,0
9147,636,0,0,35,9,95478,1,0,0,169286,0
9148,698,0,0,37,8,0,2,0,0,145004,0
9149,597,2,1,43,7,119127,2,1,0,55809,0
9150,717,0,0,28,4,128206,1,1,1,54272,0
9151,614,0,0,49,1,0,2,1,0,192440,0
9152,708,2,1,23,4,71433,1,1,0,103697,0
9153,507,2,0,36,9,118214,3,1,0,119110,1
9154,581,0,1,27,5,102258,2,1,0,194681,0
9155,579,1,1,39,2,151963,2,1,0,158948,0
9156,504,1,1,46,2,163764,1,1,1,165122,1
9157,737,0,1,32,7,128551,2,0,1,189402,0
9158,540,1,1,31,10,118158,1,1,1,158027,0
9159,609,0,0,32,7,118520,1,0,0,3815,0
9160,778,0,0,24,4,0,2,1,1,162809,0
9161,621,0,0,40,10,163823,1,0,0,89519,0
9162,665,2,0,63,7,104469,1,1,1,25165,1
9163,608,0,1,47,6,0,1,1,1,126012,0
9164,680,1,0,36,7,0,2,1,0,20109,0
9165,663,2,1,46,2,141726,1,1,1,58257,0
9166,627,2,1,35,2,137852,1,1,1,172269,1
9167,607,0,0,26,1,0,1,1,0,29818,0
9168,681,0,1,43,8,154100,1,0,0,114659,0
9169,766,0,1,45,6,0,2,0,0,147184,0
9170,694,0,0,30,2,0,3,0,1,15039,0
9171,411,0,1,54,9,0,1,0,1,76621,0
9172,742,0,0,39,8,140004,1,1,1,92985,0
9173,673,1,0,43,8,127132,1,0,1,6009,1
9174,529,0,0,61,1,0,2,1,1,191370,0
9175,519,0,1,38,7,125328,1,1,0,188225,0
9176,573,0,0,35,9,0,2,1,0,11743,0
9177,453,2,1,28,3,139986,1,1,0,136846,0
9178,798,2,1,39,6,119787,1,1,1,164248,0
9179,693,1,1,34,10,107556,2,0,0,154631,0
9180,637,0,1,44,2,0,2,1,0,149665,0
9181,672,0,0,47,1,0,1,0,0,91574,0
9182,597,0,1,28,0,142705,1,1,0,127233,0
9183,543,0,0,42,7,0,1,1,1,56650,0
9184,695,1,1,56,4,0,2,1,0,84644,0
9185,584,0,0,35,6,161613,2,1,1,148238,0
9186,652,2,1,58,3,116353,2,0,1,193502,0
9187,601,0,0,38,4,60013,1,1,1,38020,0
9188,628,1,0,28,4,0,2,1,1,176750,0
9189,607,2,0,32,9,144272,2,1,0,176580,0
9190,646,0,1,46,8,0,2,1,0,133059,0
9191,572,0,0,30,6,117696,1,1,0,100843,0
9192,801,1,0,58,1,79954,2,1,1,30484,0
9193,597,0,1,26,8,149989,1,1,0,42330,0
9194,613,0,0,40,7,124339,1,0,0,193309,0
9195,529,2,0,29,4,135759,1,0,0,112813,1
9196,794,1,1,37,9,0,2,1,0,68008,0
9197,557,0,0,34,3,83074,1,1,0,132673,0
9198,499,0,1,28,4,141792,1,1,1,22001,0
9199,544,0,1,26,6,0,1,1,0,100200,1
9200,739,0,1,30,6,0,1,0,0,122604,0
9201,458,2,1,43,1,106870,2,1,0,100564,0
9202,528,0,0,31,9,120962,1,1,0,5419,0
9203,773,1,0,51,4,0,2,0,0,123587,1
9204,646,0,1,30,5,0,2,1,0,13935,0
9205,564,0,0,31,0,110527,1,1,1,87060,0
9206,624,2,1,52,0,133723,1,0,0,4859,1
9207,682,0,1,52,5,112670,1,1,0,21085,1
9208,726,0,1,44,2,0,2,1,1,26733,0
9209,560,0,0,24,1,116084,1,1,0,89734,0
9210,382,1,0,36,0,0,1,1,1,179540,1
9211,457,1,1,38,6,0,2,1,0,173219,0
9212,673,0,1,37,10,0,2,1,1,37411,0
9213,584,0,1,40,4,82441,1,0,0,80852,0
9214,629,0,1,39,10,0,2,1,1,43174,1
9215,584,2,1,37,10,134171,4,1,1,70927,1
9216,724,0,0,30,10,0,2,1,1,54265,0
9217,644,0,0,31,5,0,2,1,1,41872,0
9218,676,2,1,48,2,124442,1,1,0,15068,1
9219,499,0,0,31,4,0,1,1,0,25950,0
9220,598,0,0,60,4,0,1,1,0,197727,1
9221,655,2,1,37,4,108862,1,1,0,79555,1
9222,559,0,0,28,3,141099,1,1,1,15607,0
9223,543,0,1,67,0,128843,1,1,1,134612,0
9224,679,0,0,39,0,86843,1,0,1,159830,0
9225,594,2,1,32,4,120074,2,1,1,162961,0
9226,586,0,0,27,5,130231,2,1,1,192427,0
9227,776,0,1,31,5,0,2,1,0,92647,0
9228,699,0,0,39,2,109724,1,1,1,180022,0
9229,847,2,1,35,5,111743,1,1,1,183584,0
9230,582,2,0,35,8,121309,2,1,1,28750,0
9231,648,0,0,38,10,82697,1,1,0,74846,0
9232,618,0,1,49,9,44301,3,1,1,89729,1
9233,543,0,1,31,4,138317,1,0,0,61843,0
9234,642,2,0,49,4,120688,1,1,0,24770,1
9235,462,0,0,27,4,176913,1,1,0,80587,0
9236,640,1,0,47,6,89047,1,1,0,116286,0
9237,740,2,0,40,4,114318,2,1,0,129333,1
9238,773,0,1,50,4,0,2,1,0,129372,0
9239,583,2,1,32,7,94753,2,1,1,18149,0
9240,589,1,1,46,10,0,2,0,1,168369,0
9241,509,0,0,35,8,0,2,0,1,67431,0
9242,612,2,0,32,9,106520,2,1,0,177092,0
9243,505,1,0,37,0,134006,1,1,1,93736,0
9244,546,2,1,25,3,132837,1,1,0,131647,0
9245,681,0,1,41,0,120549,2,1,0,175722,0
9246,762,0,0,20,1,139432,1,1,1,85606,0
9247,786,1,0,29,7,80895,2,1,0,64945,0
9248,629,1,0,34,6,0,2,1,0,190347,0
9249,787,1,1,39,7,171646,1,0,1,100791,0
9250,713,1,0,42,0,109121,1,0,1,167873,0
9251,541,0,1,39,6,109844,1,1,0,25289,0
9252,451,0,1,31,7,140931,1,0,1,20388,0
9253,644,1,0,49,10,0,2,1,1,145089,0
9254,686,0,0,32,6,0,2,1,1,179093,0
9255,847,2,1,41,3,101543,4,1,0,16025,1
9256,765,2,0,37,7,102708,1,1,0,9087,0
9257,678,2,1,37,8,149000,2,1,1,21472,0
9258,539,0,0,20,0,83459,1,1,1,146752,0
9259,800,0,1,40,3,75893,2,1,0,132562,0
9260,799,2,1,39,7,167395,2,0,1,139537,0
9261,629,0,1,61,6,0,2,1,1,133672,0
